Can_Ens	Hum_Symb
ENSCAFG00000002744	SPTBN1
ENSCAFG00000005061	LMO7
ENSCAFG00000004213	ARHGEF4
ENSCAFG00000030932	TMEM218
ENSCAFG00000008866	PACSIN3
ENSCAFG00000016338	KAZN
ENSCAFG00000012405	RBM14
ENSCAFG00000019197	TJP3
ENSCAFG00000002929	PGM3
ENSCAFG00000029358	C19orf40
ENSCAFG00000016951	KCNIP1
ENSCAFG00000000450	TSPAN8
ENSCAFG00000031896	EIF1AD
ENSCAFG00000029496	TP53RK
ENSCAFG00000000097	ERBB3
ENSCAFG00000015721	LIPA
ENSCAFG00000009088	NUP93
ENSCAFG00000006248	CHL1
ENSCAFG00000006639	IDH3B
ENSCAFG00000012461	ASB1
ENSCAFG00000008636	XRCC4
ENSCAFG00000003348	MBOAT2
ENSCAFG00000015463	ZNF518B
ENSCAFG00000006752	SCYL2
ENSCAFG00000031693	SNX6
ENSCAFG00000007486	CEP89
ENSCAFG00000000784	TTC38
ENSCAFG00000020187	HFM1
ENSCAFG00000029183	EIF1B
ENSCAFG00000000860	MLLT4
ENSCAFG00000000102	RP11-603J24.9
ENSCAFG00000004444	ZNF746
ENSCAFG00000019572	GPR153
ENSCAFG00000004932	GALNT11
ENSCAFG00000012023	PPP1R8
ENSCAFG00000014604	NUDT13
ENSCAFG00000005113	UBXN4
ENSCAFG00000019760	MED22
ENSCAFG00000016383	STARD3
ENSCAFG00000015634	SLC2A9
ENSCAFG00000007957	SLC35G1
ENSCAFG00000012783	NHS
ENSCAFG00000005128	ENTPD3
ENSCAFG00000016398	DCAF15
ENSCAFG00000007083	MTMR6
ENSCAFG00000007985	PLCE1
ENSCAFG00000007880	RWDD4
ENSCAFG00000010377	RNF10
ENSCAFG00000017260	ATP10B
ENSCAFG00000010478	CTTN
ENSCAFG00000018804	USP1
ENSCAFG00000014592	NBR1
ENSCAFG00000032202	C4orf46
ENSCAFG00000000433	GFPT2
ENSCAFG00000008316	FAM169A
ENSCAFG00000025389	SNAP47
ENSCAFG00000019574	ACOT7
ENSCAFG00000012676	RPS21
ENSCAFG00000009001	DOCK5
ENSCAFG00000014814	COPS6
ENSCAFG00000010545	RNPEP
ENSCAFG00000004244	NAPEPLD
ENSCAFG00000016997	FBXL22
ENSCAFG00000031582	EHF
ENSCAFG00000015776	CCDC120
ENSCAFG00000003826	ZXDC
ENSCAFG00000028971	CCDC85C
ENSCAFG00000008681	ETFDH
ENSCAFG00000017835	HHIPL1
ENSCAFG00000029436	TMEM167A
ENSCAFG00000024922	ATP5J
ENSCAFG00000015727	ARHGEF10L
ENSCAFG00000028837	UQCR10
ENSCAFG00000004247	ARMC10
ENSCAFG00000002917	AEBP1
ENSCAFG00000014345	FN1
ENSCAFG00000019729	MIER2
ENSCAFG00000005423	STT3B
ENSCAFG00000017197	ATP8B2
ENSCAFG00000008755	SRC
ENSCAFG00000030390	MRPS15
ENSCAFG00000029077	PTGES3
ENSCAFG00000001344	NAA35
ENSCAFG00000009105	FAM92A1
ENSCAFG00000010640	SLC2A10
ENSCAFG00000015679	RGS7
ENSCAFG00000018832	TUBB6
ENSCAFG00000003617	AMPH
ENSCAFG00000017590	SMG8
ENSCAFG00000007372	NT5DC3
ENSCAFG00000007956	ROBO2
ENSCAFG00000018817	AFG3L2
ENSCAFG00000016719	SFXN1
ENSCAFG00000008284	EXTL3
ENSCAFG00000000419	AKAP12
ENSCAFG00000017594	GDPD1
ENSCAFG00000029836	CENPW
ENSCAFG00000014281	PYGM
ENSCAFG00000018288	CAMSAP3
ENSCAFG00000010677	EYA2
ENSCAFG00000019587	PLXNA3
ENSCAFG00000003923	KIAA1919
ENSCAFG00000012546	HDAC4
ENSCAFG00000001187	JMJD4
ENSCAFG00000019734	PPAP2C
ENSCAFG00000018806	KANK4
ENSCAFG00000017610	C19orf52
ENSCAFG00000017613	YIPF2
ENSCAFG00000015845	KIF26B
ENSCAFG00000006897	IL6ST
ENSCAFG00000010949	SLC37A2
ENSCAFG00000032536	RCHY1
ENSCAFG00000001067	RSPO3
ENSCAFG00000016629	SOCS7
ENSCAFG00000004954	NRBP1
ENSCAFG00000013429	HOXD12
ENSCAFG00000015247	BLZF1
ENSCAFG00000014599	GOLIM4
ENSCAFG00000011809	CRYBA4
ENSCAFG00000011736	DISC1
ENSCAFG00000016788	GPATCH4
ENSCAFG00000017300	RABEP2
ENSCAFG00000019595	ESPN
ENSCAFG00000017046	SLC25A35
ENSCAFG00000019339	TRPV1
ENSCAFG00000010061	ABCC5
ENSCAFG00000013450	HOXD8
ENSCAFG00000013452	HOXD4
ENSCAFG00000012149	ARNT
ENSCAFG00000016494	CCDC149
ENSCAFG00000002246	GLCCI1
ENSCAFG00000009195	FOXF2
ENSCAFG00000016396	PPP1R1B
ENSCAFG00000018076	ZSWIM7
ENSCAFG00000014431	SUGP2
ENSCAFG00000000422	ZBTB2
ENSCAFG00000006353	METAP2
ENSCAFG00000003415	ODC1
ENSCAFG00000013694	ADIPOQ
ENSCAFG00000016923	ABCD4
ENSCAFG00000003942	REV3L
ENSCAFG00000004450	KRBA1
ENSCAFG00000031873	ZNF446
ENSCAFG00000006732	PXDNL
ENSCAFG00000012704	RBBP8NL
ENSCAFG00000001068	RNF146
ENSCAFG00000019140	UBN1
ENSCAFG00000031606	GRPEL2
ENSCAFG00000010505	CCL20
ENSCAFG00000023489	RGL4
ENSCAFG00000004492	GRIP2
ENSCAFG00000030896	RPS23
ENSCAFG00000011929	CLK1
ENSCAFG00000030515	YPEL2
ENSCAFG00000010654	AGPAT3
ENSCAFG00000030256	ZNF333
ENSCAFG00000017525	TTC7B
ENSCAFG00000017625	DHX40
ENSCAFG00000024434	ARGLU1
ENSCAFG00000009494	DENND2C
ENSCAFG00000016305	GPHN
ENSCAFG00000013416	MTX2
ENSCAFG00000000311	LRIG3
ENSCAFG00000017043	ZMYM3
ENSCAFG00000007505	TDRD12
ENSCAFG00000009227	WDR41
ENSCAFG00000001299	ZC3H3
ENSCAFG00000018079	ADORA2B
ENSCAFG00000013698	ST6GAL1
ENSCAFG00000029322	SCN2B
ENSCAFG00000001867	KLF9
ENSCAFG00000001880	SMC5
ENSCAFG00000030389	CSN1S1
ENSCAFG00000002955	BCL11A
ENSCAFG00000014617	ECD
ENSCAFG00000006533	MMP17
ENSCAFG00000011911	COL6A1
ENSCAFG00000012475	PEA15
ENSCAFG00000011460	SLC9A8
ENSCAFG00000006625	SFSWAP
ENSCAFG00000010258	SIRT4
ENSCAFG00000017116	IFT43
ENSCAFG00000010918	EXOC3
ENSCAFG00000006433	BET1L
ENSCAFG00000017089	PPP4C
ENSCAFG00000005121	SFMBT2
ENSCAFG00000005586	AP3M2
ENSCAFG00000029721	ZNF132
ENSCAFG00000024677	HIST1H2BK
ENSCAFG00000016361	PRDM2
ENSCAFG00000006492	B4GALNT4
ENSCAFG00000010579	CHSY1
ENSCAFG00000001069	ECHDC1
ENSCAFG00000016631	GPR179
ENSCAFG00000002881	CSN2
ENSCAFG00000007242	CKAP2L
ENSCAFG00000002361	ZNF584
ENSCAFG00000007533	ANKRD27
ENSCAFG00000000423	RMND1
ENSCAFG00000000039	DOK6
ENSCAFG00000016363	PDPN
ENSCAFG00000032750	NABP1
ENSCAFG00000008470	GPN3
ENSCAFG00000011487	BCAT1
ENSCAFG00000020107	FA2H
ENSCAFG00000019602	PLEKHG5
ENSCAFG00000003315	GMCL1
ENSCAFG00000008746	PLCH1
ENSCAFG00000008512	GABPA
ENSCAFG00000016269	NWD2
ENSCAFG00000017838	CYP46A1
ENSCAFG00000000956	PFDN6
ENSCAFG00000010464	MTR
ENSCAFG00000017431	C15orf61
ENSCAFG00000009212	GMDS
ENSCAFG00000001711	HMOX1
ENSCAFG00000014129	CXorf38
ENSCAFG00000020109	RFWD3
ENSCAFG00000002868	PTPN3
ENSCAFG00000019152	GLYR1
ENSCAFG00000016366	C1orf158
ENSCAFG00000003875	PLK4
ENSCAFG00000012101	RAB22A
ENSCAFG00000016133	KDM5C
ENSCAFG00000008357	GOT2
ENSCAFG00000011631	NGDN
ENSCAFG00000011267	AJUBA
ENSCAFG00000003043	KIAA1958
ENSCAFG00000004495	CCDC174
ENSCAFG00000014253	COMT
ENSCAFG00000016956	KCNMB1
ENSCAFG00000017011	HERC1
ENSCAFG00000016376	DHRS3
ENSCAFG00000017674	PARP6
ENSCAFG00000006431	LARS
ENSCAFG00000006935	ELF5
ENSCAFG00000017248	UBAP2L
ENSCAFG00000020113	GLG1
ENSCAFG00000002420	MEOX2
ENSCAFG00000007515	NLN
ENSCAFG00000000963	RGL2
ENSCAFG00000031492	MRPL21
ENSCAFG00000029112	FAM76A
ENSCAFG00000019333	C1orf159
ENSCAFG00000014879	LRRC25
ENSCAFG00000012414	FAM13C
ENSCAFG00000029799	RASSF5
ENSCAFG00000018822	INADL
ENSCAFG00000023105	CRISP2
ENSCAFG00000016397	VPS13D
ENSCAFG00000017092	TBX6
ENSCAFG00000019947	KLHL36
ENSCAFG00000008293	FZD3
ENSCAFG00000010594	LRRK1
ENSCAFG00000008033	NOC3L
ENSCAFG00000001523	GPAA1
ENSCAFG00000005070	IRG1
ENSCAFG00000014796	GULP1
ENSCAFG00000013103	SART1
ENSCAFG00000018713	UNC119
ENSCAFG00000002366	RPS5
ENSCAFG00000031735	TNFSF13B
ENSCAFG00000019166	ROGDI
ENSCAFG00000010757	CPT1A
ENSCAFG00000018297	XAB2
ENSCAFG00000000936	PACSIN2
ENSCAFG00000020190	ZNF644
ENSCAFG00000017454	MAP2K5
ENSCAFG00000018303	AFAP1L1
ENSCAFG00000032529	COTL1
ENSCAFG00000013497	HNRNPA3
ENSCAFG00000020194	BARHL2
ENSCAFG00000013838	MASP1
ENSCAFG00000019829	ATXN7L2
ENSCAFG00000013839	SUPV3L1
ENSCAFG00000010055	LZTS1
ENSCAFG00000020195	ZNF326
ENSCAFG00000014156	FAM171A2
ENSCAFG00000011662	PRPS2
ENSCAFG00000010115	TMEFF2
ENSCAFG00000017095	YPEL3
ENSCAFG00000012361	ASCC2
ENSCAFG00000017621	CARM1
ENSCAFG00000018843	SLMO1
ENSCAFG00000025377	AHRR
ENSCAFG00000002454	XPA
ENSCAFG00000015931	CYP4F8
ENSCAFG00000018428	MTA1
ENSCAFG00000010095	ATP6V1B2
ENSCAFG00000012366	VPS11
ENSCAFG00000007143	ASAH1
ENSCAFG00000016521	PODNL1
ENSCAFG00000008193	PI15
ENSCAFG00000011145	STK38L
ENSCAFG00000019949	TLDC1
ENSCAFG00000020132	AARS
ENSCAFG00000007132	MIPEP
ENSCAFG00000007555	PDCD5
ENSCAFG00000013275	DLG1
ENSCAFG00000015665	EIF2AK1
ENSCAFG00000003615	ZYX
ENSCAFG00000031802	ISPD
ENSCAFG00000016639	MRPL45
ENSCAFG00000001598	HAUS6
ENSCAFG00000018715	PIGS
ENSCAFG00000009125	TMEM67
ENSCAFG00000011350	COX19
ENSCAFG00000016932	NPC2
ENSCAFG00000009721	ALCAM
ENSCAFG00000013106	ATF7IP
ENSCAFG00000014159	TBC1D2B
ENSCAFG00000007575	DPY19L3
ENSCAFG00000012709	GATA5
ENSCAFG00000023992	EMR3
ENSCAFG00000011120	DDX59
ENSCAFG00000018208	ABCC1
ENSCAFG00000014812	COL3A1
ENSCAFG00000018886	ZFR
ENSCAFG00000011044	PDCD6
ENSCAFG00000018846	SPIRE1
ENSCAFG00000019831	SYPL2
ENSCAFG00000011706	MNDA
ENSCAFG00000007427	HSP90B1
ENSCAFG00000003408	CAPZA2
ENSCAFG00000004527	MARK4
ENSCAFG00000016411	CDK12
ENSCAFG00000010667	SIDT1
ENSCAFG00000002975	PAPOLG
ENSCAFG00000015155	TIMP1
ENSCAFG00000005952	DUS1L
ENSCAFG00000016961	LCP2
ENSCAFG00000007590	ZNF507
ENSCAFG00000019952	ATP2C2
ENSCAFG00000005904	FEZ2
ENSCAFG00000011284	C14orf93
ENSCAFG00000007592	TSHZ3
ENSCAFG00000008691	PPID
ENSCAFG00000018622	DAB2
ENSCAFG00000015752	RCC2
ENSCAFG00000001890	MAMDC2
ENSCAFG00000004217	ATPAF1
ENSCAFG00000004534	EXOC3L2
ENSCAFG00000005071	CLN5
ENSCAFG00000008068	TBC1D12
ENSCAFG00000013506	NFE2L2
ENSCAFG00000012470	CASQ1
ENSCAFG00000009084	PBRM1
ENSCAFG00000006941	CAT
ENSCAFG00000008786	NNAT
ENSCAFG00000000207	TBPL1
ENSCAFG00000003147	KBTBD2
ENSCAFG00000031673	SCML1
ENSCAFG00000012928	LIMD2
ENSCAFG00000007606	URI1
ENSCAFG00000007753	GK5
ENSCAFG00000020198	LRRC8C
ENSCAFG00000011344	ADAP1
ENSCAFG00000004563	PPP1R37
ENSCAFG00000010261	EIF2D
ENSCAFG00000014891	PGPEP1
ENSCAFG00000024650	LRRC8B
ENSCAFG00000000040	CCDC102B
ENSCAFG00000006743	PCMTD1
ENSCAFG00000010738	SEC22B
ENSCAFG00000003332	EPHA7
ENSCAFG00000011772	EGLN1
ENSCAFG00000015503	SPEG
ENSCAFG00000017749	C16orf52
ENSCAFG00000018563	PAIP1
ENSCAFG00000007584	PTCD3
ENSCAFG00000008790	CTNNBL1
ENSCAFG00000010803	PDE4DIP
ENSCAFG00000008090	HELLS
ENSCAFG00000017303	CD19
ENSCAFG00000017935	EDC3
ENSCAFG00000000690	NELFE
ENSCAFG00000003247	MTF1
ENSCAFG00000004575	ZNF296
ENSCAFG00000010589	FGD4
ENSCAFG00000014166	IDH3A
ENSCAFG00000030217	PEX11A
ENSCAFG00000004587	CLASRP
ENSCAFG00000010951	SDHA
ENSCAFG00000004597	RELB
ENSCAFG00000019331	TTLL10
ENSCAFG00000006715	RYK
ENSCAFG00000002627	EPAS1
ENSCAFG00000000679	SKIV2L
ENSCAFG00000006921	RBCK1
ENSCAFG00000003692	STOM
ENSCAFG00000008903	ARFGAP2
ENSCAFG00000016498	SOD3
ENSCAFG00000007614	CCNE1
ENSCAFG00000003054	INIP
ENSCAFG00000004608	CLPTM1
ENSCAFG00000013770	ARHGAP27
ENSCAFG00000016794	APOA1BP
ENSCAFG00000020200	GBP6
ENSCAFG00000015252	NME7
ENSCAFG00000005632	KAT6A
ENSCAFG00000007754	USP47
ENSCAFG00000007621	C19orf12
ENSCAFG00000017295	GTSF1
ENSCAFG00000018851	CEP76
ENSCAFG00000007630	POP4
ENSCAFG00000015203	PLEKHG6
ENSCAFG00000009924	TAOK3
ENSCAFG00000009223	RPAP3
ENSCAFG00000008331	THAP6
ENSCAFG00000014962	DYNC2H1
ENSCAFG00000019230	ATP2B3
ENSCAFG00000012110	VAPB
ENSCAFG00000024540	GBP5
ENSCAFG00000012002	WDR93
ENSCAFG00000019833	PSMA5
ENSCAFG00000007330	REEP5
ENSCAFG00000019205	PIP5K1C
ENSCAFG00000019835	SORT1
ENSCAFG00000008300	ZNF395
ENSCAFG00000007386	COPS5
ENSCAFG00000015521	ZWINT
ENSCAFG00000020119	PDPR
ENSCAFG00000017104	GDPD3
ENSCAFG00000032052	FAM216A
ENSCAFG00000012710	SLCO4A1
ENSCAFG00000008481	VPS29
ENSCAFG00000005905	HARS2
ENSCAFG00000002304	GNE
ENSCAFG00000024731	RP9
ENSCAFG00000005814	RAB5A
ENSCAFG00000016505	DHX15
ENSCAFG00000005202	EMC3
ENSCAFG00000016566	CC2D1A
ENSCAFG00000016731	MSX2
ENSCAFG00000016429	TNFRSF8
ENSCAFG00000005072	FBXL3
ENSCAFG00000023777	CLDN15
ENSCAFG00000000043	TMX3
ENSCAFG00000011786	SPRTN
ENSCAFG00000013494	NSF
ENSCAFG00000014332	EXPH5
ENSCAFG00000012905	STRADA
ENSCAFG00000014621	MECOM
ENSCAFG00000017266	C1orf43
ENSCAFG00000001358	AGTPBP1
ENSCAFG00000005479	RRBP1
ENSCAFG00000023616	SURF1
ENSCAFG00000004222	FAM168B
ENSCAFG00000017022	TMEM92
ENSCAFG00000012330	TMEM206
ENSCAFG00000004274	LRRC17
ENSCAFG00000023007	ZNF500
ENSCAFG00000007604	OSBP
ENSCAFG00000019956	WFDC1
ENSCAFG00000005251	RALGAPA2
ENSCAFG00000005461	NDRG2
ENSCAFG00000003059	SNX30
ENSCAFG00000014900	LSM4
ENSCAFG00000007631	VSTM2B
ENSCAFG00000019329	TNFRSF18
ENSCAFG00000032617	ZSCAN16
ENSCAFG00000011715	LARP7
ENSCAFG00000003930	NDUFB2
ENSCAFG00000000510	PRR16
ENSCAFG00000011812	GNPAT
ENSCAFG00000007245	IL1A
ENSCAFG00000010612	TIMM17A
ENSCAFG00000015704	FH
ENSCAFG00000014165	GRN
ENSCAFG00000028553	PDLIM1
ENSCAFG00000014141	MED14
ENSCAFG00000016433	MIIP
ENSCAFG00000002689	MBOAT7
ENSCAFG00000005545	ENGASE
ENSCAFG00000019195	C16orf71
ENSCAFG00000002981	REL
ENSCAFG00000016644	NPEPPS
ENSCAFG00000003319	SNRNP27
ENSCAFG00000017647	CLTC
ENSCAFG00000000412	MDM1
ENSCAFG00000017026	XYLT2
ENSCAFG00000008314	ELP3
ENSCAFG00000009238	WRNIP1
ENSCAFG00000017937	CYP1A1
ENSCAFG00000004465	ZNF467
ENSCAFG00000000316	SLC16A7
ENSCAFG00000014475	HOMER3
ENSCAFG00000016441	MED1
ENSCAFG00000011140	KIF14
ENSCAFG00000004371	ENTPD6
ENSCAFG00000008270	SORBS1
ENSCAFG00000003737	PARD3
ENSCAFG00000005138	RPL14
ENSCAFG00000019957	KCNG4
ENSCAFG00000020207	CCBL2
ENSCAFG00000014373	TXNRD2
ENSCAFG00000009532	NRAS
ENSCAFG00000004615	APOC1
ENSCAFG00000009416	TSPAN18
ENSCAFG00000009759	SNX21
ENSCAFG00000007136	TNFRSF19
ENSCAFG00000007537	ERBB2IP
ENSCAFG00000016881	ITGAM
ENSCAFG00000007884	ING2
ENSCAFG00000011536	ZKSCAN8
ENSCAFG00000006655	GPR133
ENSCAFG00000015785	WDR45
ENSCAFG00000001301	GSDMD
ENSCAFG00000017756	UQCRC2
ENSCAFG00000007361	EPB41L4A
ENSCAFG00000010532	SPHKAP
ENSCAFG00000018855	PSMG2
ENSCAFG00000012440	SLC16A9
ENSCAFG00000003644	STARD3NL
ENSCAFG00000000395	MAPK9
ENSCAFG00000019476	NDUFB10
ENSCAFG00000018510	LAMP2
ENSCAFG00000005211	PRRT3
ENSCAFG00000018249	ESCO1
ENSCAFG00000013810	ZNHIT1
ENSCAFG00000001717	TOM1
ENSCAFG00000001895	PTAR1
ENSCAFG00000001961	KRIT1
ENSCAFG00000009253	PDE8B
ENSCAFG00000019190	ANKS3
ENSCAFG00000013522	AGPS
ENSCAFG00000000212	SLC2A12
ENSCAFG00000001044	TATDN1
ENSCAFG00000011457	NTRK3
ENSCAFG00000008339	ALDH18A1
ENSCAFG00000005105	MYCBP2
ENSCAFG00000012452	CCDC6
ENSCAFG00000019604	NOL9
ENSCAFG00000005169	PRKCQ
ENSCAFG00000016472	MFN2
ENSCAFG00000014546	HTRA3
ENSCAFG00000008923	CCNT1
ENSCAFG00000017057	ARHGEF15
ENSCAFG00000030550	RWDD2A
ENSCAFG00000017867	EML1
ENSCAFG00000002257	ICA1
ENSCAFG00000030909	C3orf33
ENSCAFG00000002460	C9orf156
ENSCAFG00000000108	ESYT1
ENSCAFG00000011477	BSN
ENSCAFG00000002278	EIF5B
ENSCAFG00000008406	TCTN3
ENSCAFG00000016306	ARAP2
ENSCAFG00000003933	ADCK2
ENSCAFG00000005386	SERPINH1
ENSCAFG00000017327	BRWD3
ENSCAFG00000018438	CRIP2
ENSCAFG00000013920	ABL2
ENSCAFG00000017637	C18orf25
ENSCAFG00000004224	PLEKHB2
ENSCAFG00000007651	DTX4
ENSCAFG00000011698	TLR7
ENSCAFG00000007146	SACS
ENSCAFG00000014591	TRPT1
ENSCAFG00000018254	GREB1L
ENSCAFG00000004221	MOB3C
ENSCAFG00000010142	SLC39A10
ENSCAFG00000009618	CSDE1
ENSCAFG00000028681	ANKRD49
ENSCAFG00000004283	FAM185A
ENSCAFG00000031158	EPDR1
ENSCAFG00000005522	ORC4
ENSCAFG00000003151	FKBP9
ENSCAFG00000000451	LGR5
ENSCAFG00000011638	SPTA1
ENSCAFG00000014637	FAM149B1
ENSCAFG00000008433	ENTPD1
ENSCAFG00000004955	KMT2C
ENSCAFG00000030640	PID1
ENSCAFG00000011486	SPATA2
ENSCAFG00000012824	SCN4B
ENSCAFG00000019763	SURF2
ENSCAFG00000032499	CRELD1
ENSCAFG00000011207	DAG1
ENSCAFG00000031330	HOPX
ENSCAFG00000003960	TRAF3IP2
ENSCAFG00000004506	SSPO
ENSCAFG00000011490	RNF114
ENSCAFG00000012761	LHX4-AS1
ENSCAFG00000003646	SFRP4
ENSCAFG00000010939	MON1A
ENSCAFG00000008557	APP
ENSCAFG00000014887	RNF25
ENSCAFG00000004617	APOE
ENSCAFG00000029590	FAM8A1
ENSCAFG00000009768	ACOT8
ENSCAFG00000006670	RAN
ENSCAFG00000006762	ST18
ENSCAFG00000009082	PLCG1
ENSCAFG00000017128	GPATCH2L
ENSCAFG00000003435	NOL10
ENSCAFG00000024171	SPINK2
ENSCAFG00000006439	RIC8A
ENSCAFG00000015300	SPPL2A
ENSCAFG00000009171	GTF2H1
ENSCAFG00000025567	A2M
ENSCAFG00000017306	NFATC2IP
ENSCAFG00000032746	MXD1
ENSCAFG00000010287	TSPAN5
ENSCAFG00000009276	SERPINB1
ENSCAFG00000008454	CCNJ
ENSCAFG00000011726	EGFL6
ENSCAFG00000001897	APBA1
ENSCAFG00000017640	HAUS1
ENSCAFG00000007411	CSPP1
ENSCAFG00000008477	BLNK
ENSCAFG00000009127	BBS2
ENSCAFG00000008765	SLC33A1
ENSCAFG00000012423	CCS
ENSCAFG00000000943	ARFGAP3
ENSCAFG00000002986	PUS10
ENSCAFG00000019762	SURF4
ENSCAFG00000003616	FAM131B
ENSCAFG00000015861	FAM213A
ENSCAFG00000031150	PAIP2
ENSCAFG00000002000	PIGO
ENSCAFG00000004293	CCDC146
ENSCAFG00000030400	TNFSF9
ENSCAFG00000018862	PTPN2
ENSCAFG00000006060	TMTC3
ENSCAFG00000010822	ACTN2
ENSCAFG00000007817	CCDC62
ENSCAFG00000008344	CDKL2
ENSCAFG00000015172	CD9
ENSCAFG00000018636	DENND1C
ENSCAFG00000025133	FADS6
ENSCAFG00000007890	CDKN2AIP
ENSCAFG00000008700	FNIP2
ENSCAFG00000006450	SIRT3
ENSCAFG00000030421	HMP19
ENSCAFG00000012819	CDKL5
ENSCAFG00000019767	REXO4
ENSCAFG00000004205	MKNK1
ENSCAFG00000002941	ME1
ENSCAFG00000017631	TMED1
ENSCAFG00000017313	SPNS1
ENSCAFG00000011646	ZFHX2
ENSCAFG00000017031	MRPL27
ENSCAFG00000013607	PDE11A
ENSCAFG00000016678	KPNB1
ENSCAFG00000004380	PYGB
ENSCAFG00000019776	ADAMTS13
ENSCAFG00000010225	PHKB
ENSCAFG00000004162	MRE11A
ENSCAFG00000014348	KDELC2
ENSCAFG00000011529	AP1G2
ENSCAFG00000004521	FGD5
ENSCAFG00000008308	NFS1
ENSCAFG00000012401	UMPS
ENSCAFG00000008738	TM9SF3
ENSCAFG00000001380	NTRK2
ENSCAFG00000009448	SLC10A6
ENSCAFG00000001395	DDX17
ENSCAFG00000016461	FBXL20
ENSCAFG00000030384	RAB32
ENSCAFG00000016522	PLOD1
ENSCAFG00000004768	STAC
ENSCAFG00000013774	MAP3K14
ENSCAFG00000007172	MICU2
ENSCAFG00000028619	C1orf122
ENSCAFG00000012076	SLC25A20
ENSCAFG00000008880	PIK3AP1
ENSCAFG00000013958	FAH
ENSCAFG00000004692	DCLRE1C
ENSCAFG00000006455	PSMD13
ENSCAFG00000006388	NTN4
ENSCAFG00000018302	PCP2
ENSCAFG00000003341	TIA1
ENSCAFG00000019362	L1CAM
ENSCAFG00000013314	NCF2
ENSCAFG00000000217	SGK1
ENSCAFG00000019175	TBXA2R
ENSCAFG00000009228	PCED1B
ENSCAFG00000019196	NUDT16L1
ENSCAFG00000014600	BRCA1
ENSCAFG00000018306	STXBP2
ENSCAFG00000008905	LCOR
ENSCAFG00000030335	SERPINB9
ENSCAFG00000008945	SLIT1
ENSCAFG00000000453	ZFC3H1
ENSCAFG00000018880	SEH1L
ENSCAFG00000023501	SETDB1
ENSCAFG00000010146	NUP153
ENSCAFG00000003945	DENND2A
ENSCAFG00000004698	ABCB8
ENSCAFG00000014250	VCPKMT
ENSCAFG00000003253	YRDC
ENSCAFG00000015388	SAMD8
ENSCAFG00000011571	SOX5
ENSCAFG00000006819	RB1CC1
ENSCAFG00000031593	PRCD
ENSCAFG00000002315	RNF38
ENSCAFG00000009243	SLC38A4
ENSCAFG00000010839	LYPLAL1
ENSCAFG00000000821	UTP23
ENSCAFG00000008366	AQP6
ENSCAFG00000000509	DDX39B
ENSCAFG00000012829	TMPRSS4
ENSCAFG00000016761	CPEB4
ENSCAFG00000014445	TRMT112
ENSCAFG00000018643	SLC25A23
ENSCAFG00000005415	ARRB1
ENSCAFG00000017463	PIAS1
ENSCAFG00000032380	DENR
ENSCAFG00000006357	CNTN3
ENSCAFG00000016604	ZSWIM4
ENSCAFG00000008780	GMPS
ENSCAFG00000032597	MRPL50
ENSCAFG00000000512	SRFBP1
ENSCAFG00000005938	GPS1
ENSCAFG00000010164	PRDM10
ENSCAFG00000009019	NEFM
ENSCAFG00000018838	TM2D1
ENSCAFG00000002596	ZNF189
ENSCAFG00000018519	TNFRSF13B
ENSCAFG00000004620	TOMM40
ENSCAFG00000007906	WWC2
ENSCAFG00000016519	PPARGC1A
ENSCAFG00000003995	FYN
ENSCAFG00000000694	DXO
ENSCAFG00000009441	CD82
ENSCAFG00000012338	NENF
ENSCAFG00000019323	SDF4
ENSCAFG00000007179	ZDHHC20
ENSCAFG00000011984	SPP2
ENSCAFG00000017889	EVL
ENSCAFG00000000787	CDPF1
ENSCAFG00000019201	MGRN1
ENSCAFG00000011937	PGBD1
ENSCAFG00000000840	SLC22A4
ENSCAFG00000000869	PRR5
ENSCAFG00000031248	FAM111A
ENSCAFG00000009774	ZSWIM3
ENSCAFG00000009849	SPTBN5
ENSCAFG00000008745	MAPKAPK5
ENSCAFG00000012846	PASK
ENSCAFG00000001444	FGD2
ENSCAFG00000006883	GAS2L3
ENSCAFG00000032439	PPTC7
ENSCAFG00000008384	SLC38A7
ENSCAFG00000013640	RBM45
ENSCAFG00000009043	RRP12
ENSCAFG00000032694	TFB2M
ENSCAFG00000011769	ANK2
ENSCAFG00000011499	SNAI1
ENSCAFG00000000425	C6orf211
ENSCAFG00000000323	USP15
ENSCAFG00000019779	CACFD1
ENSCAFG00000032133	ZSCAN31
ENSCAFG00000019780	SLC2A6
ENSCAFG00000013917	HK1
ENSCAFG00000003329	C2orf42
ENSCAFG00000023194	PADI1
ENSCAFG00000003063	SLC46A2
ENSCAFG00000017033	EME1
ENSCAFG00000030025	FGL2
ENSCAFG00000007837	KNTC1
ENSCAFG00000012420	MTMR3
ENSCAFG00000004316	GSAP
ENSCAFG00000009150	OGFOD1
ENSCAFG00000010147	SLC18A1
ENSCAFG00000018523	USP22
ENSCAFG00000029053	TRIB2
ENSCAFG00000004636	BCAM
ENSCAFG00000003661	PNPLA8
ENSCAFG00000014275	SOS2
ENSCAFG00000010974	MST1R
ENSCAFG00000032244	UBE2V1
ENSCAFG00000001900	FAM189A2
ENSCAFG00000015398	VDAC2
ENSCAFG00000017141	ESRRB
ENSCAFG00000006395	SNRPF
ENSCAFG00000017651	DNM2
ENSCAFG00000011437	CD1E
ENSCAFG00000016917	SYT11
ENSCAFG00000007751	DENND6A
